name,area_hint,categories,recommendations,accounts,naver_search,kakao_search
네이비소셜클럽 본점 1,문화전당역,카페,1,knewnew.official,https://map.naver.com/p/search/%EB%84%A4%EC%9D%B4%EB%B9%84%EC%86%8C%EC%85%9C%ED%81%B4%EB%9F%BD%20%EB%B3%B8%EC%A0%90%201%20%EB%AC%B8%ED%99%94%EC%A0%84%EB%8B%B9%EC%97%AD,https://map.kakao.com/link/search/%EB%84%A4%EC%9D%B4%EB%B9%84%EC%86%8C%EC%85%9C%ED%81%B4%EB%9F%BD%20%EB%B3%B8%EC%A0%90%201%20%EB%AC%B8%ED%99%94%EC%A0%84%EB%8B%B9%EC%97%AD
네이비소셜클럽,문화전당역,카페,1,knewnew.official,https://map.naver.com/p/search/%EB%84%A4%EC%9D%B4%EB%B9%84%EC%86%8C%EC%85%9C%ED%81%B4%EB%9F%BD%20%EB%AC%B8%ED%99%94%EC%A0%84%EB%8B%B9%EC%97%AD,https://map.kakao.com/link/search/%EB%84%A4%EC%9D%B4%EB%B9%84%EC%86%8C%EC%85%9C%ED%81%B4%EB%9F%BD%20%EB%AC%B8%ED%99%94%EC%A0%84%EB%8B%B9%EC%97%AD
네버온선데이,학장동,맛집,1,knewnew.official,https://map.naver.com/p/search/%EB%84%A4%EB%B2%84%EC%98%A8%EC%84%A0%EB%8D%B0%EC%9D%B4%20%ED%95%99%EC%9E%A5%EB%8F%99,https://map.kakao.com/link/search/%EB%84%A4%EB%B2%84%EC%98%A8%EC%84%A0%EB%8D%B0%EC%9D%B4%20%ED%95%99%EC%9E%A5%EB%8F%99
네몬크림소다,,"술집, 카페",1,knewnew.official,https://map.naver.com/p/search/%EB%84%A4%EB%AA%AC%ED%81%AC%EB%A6%BC%EC%86%8C%EB%8B%A4,https://map.kakao.com/link/search/%EB%84%A4%EB%AA%AC%ED%81%AC%EB%A6%BC%EC%86%8C%EB%8B%A4
네가 했던 말 중 가장 용감했던 말은 뭐니?,전북 군산,독서,1,knewnew.official,https://map.naver.com/p/search/%EB%84%A4%EA%B0%80%20%ED%96%88%EB%8D%98%20%EB%A7%90%20%EC%A4%91%20%EA%B0%80%EC%9E%A5%20%EC%9A%A9%EA%B0%90%ED%96%88%EB%8D%98%20%EB%A7%90%EC%9D%80%20%EB%AD%90%EB%8B%88%3F%20%EC%A0%84%EB%B6%81%20%EA%B5%B0%EC%82%B0,https://map.kakao.com/link/search/%EB%84%A4%EA%B0%80%20%ED%96%88%EB%8D%98%20%EB%A7%90%20%EC%A4%91%20%EA%B0%80%EC%9E%A5%20%EC%9A%A9%EA%B0%90%ED%96%88%EB%8D%98%20%EB%A7%90%EC%9D%80%20%EB%AD%90%EB%8B%88%3F%20%EC%A0%84%EB%B6%81%20%EA%B5%B0%EC%82%B0
넘버링 플래그십스토어,압구정로데오역 > 도보 6분,쇼핑,1,knewnew.official,https://map.naver.com/p/search/%EB%84%98%EB%B2%84%EB%A7%81%20%ED%94%8C%EB%9E%98%EA%B7%B8%EC%8B%AD%EC%8A%A4%ED%86%A0%EC%96%B4%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%A1%9C%EB%8D%B0%EC%98%A4%EC%97%AD%20%3E%20%EB%8F%84%EB%B3%B4%206%EB%B6%84,https://map.kakao.com/link/search/%EB%84%98%EB%B2%84%EB%A7%81%20%ED%94%8C%EB%9E%98%EA%B7%B8%EC%8B%AD%EC%8A%A4%ED%86%A0%EC%96%B4%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%A1%9C%EB%8D%B0%EC%98%A4%EC%97%AD%20%3E%20%EB%8F%84%EB%B3%B4%206%EB%B6%84
널담은공간 해방촌점,1년 후 미래로 편지를 보낼 수 있는 커피숍,카페,1,knewnew.official,https://map.naver.com/p/search/%EB%84%90%EB%8B%B4%EC%9D%80%EA%B3%B5%EA%B0%84%20%ED%95%B4%EB%B0%A9%EC%B4%8C%EC%A0%90%201%EB%85%84%20%ED%9B%84%20%EB%AF%B8%EB%9E%98%EB%A1%9C%20%ED%8E%B8%EC%A7%80%EB%A5%BC%20%EB%B3%B4%EB%82%BC%20%EC%88%98%20%EC%9E%88%EB%8A%94%20%EC%BB%A4%ED%94%BC%EC%88%8D,https://map.kakao.com/link/search/%EB%84%90%EB%8B%B4%EC%9D%80%EA%B3%B5%EA%B0%84%20%ED%95%B4%EB%B0%A9%EC%B4%8C%EC%A0%90%201%EB%85%84%20%ED%9B%84%20%EB%AF%B8%EB%9E%98%EB%A1%9C%20%ED%8E%B8%EC%A7%80%EB%A5%BC%20%EB%B3%B4%EB%82%BC%20%EC%88%98%20%EC%9E%88%EB%8A%94%20%EC%BB%A4%ED%94%BC%EC%88%8D
너자,,"맛집, 쇼핑, 여행·숙소, 카페",1,knewnew.official,https://map.naver.com/p/search/%EB%84%88%EC%9E%90,https://map.kakao.com/link/search/%EB%84%88%EC%9E%90
너븐재,신문면,"쇼핑, 술집, 카페",1,knewnew.official,https://map.naver.com/p/search/%EB%84%88%EB%B8%90%EC%9E%AC%20%EC%8B%A0%EB%AC%B8%EB%A9%B4,https://map.kakao.com/link/search/%EB%84%88%EB%B8%90%EC%9E%AC%20%EC%8B%A0%EB%AC%B8%EB%A9%B4
너굴 성남점,성남동,술집,1,knewnew.official,https://map.naver.com/p/search/%EB%84%88%EA%B5%B4%20%EC%84%B1%EB%82%A8%EC%A0%90%20%EC%84%B1%EB%82%A8%EB%8F%99,https://map.kakao.com/link/search/%EB%84%88%EA%B5%B4%20%EC%84%B1%EB%82%A8%EC%A0%90%20%EC%84%B1%EB%82%A8%EB%8F%99
냉국수,,술집,1,knewnew.official,https://map.naver.com/p/search/%EB%83%89%EA%B5%AD%EC%88%98,https://map.kakao.com/link/search/%EB%83%89%EA%B5%AD%EC%88%98
내일식당,선유도역,맛집,1,knewnew.official,https://map.naver.com/p/search/%EB%82%B4%EC%9D%BC%EC%8B%9D%EB%8B%B9%20%EC%84%A0%EC%9C%A0%EB%8F%84%EC%97%AD,https://map.kakao.com/link/search/%EB%82%B4%EC%9D%BC%EC%8B%9D%EB%8B%B9%20%EC%84%A0%EC%9C%A0%EB%8F%84%EC%97%AD
"내사랑동까스 돈까스가 아니라 동까스""",,맛집,1,knewnew.official,https://map.naver.com/p/search/%EB%82%B4%EC%82%AC%EB%9E%91%EB%8F%99%EA%B9%8C%EC%8A%A4%20%EB%8F%88%EA%B9%8C%EC%8A%A4%EA%B0%80%20%EC%95%84%EB%8B%88%EB%9D%BC%20%EB%8F%99%EA%B9%8C%EC%8A%A4%22,https://map.kakao.com/link/search/%EB%82%B4%EC%82%AC%EB%9E%91%EB%8F%99%EA%B9%8C%EC%8A%A4%20%EB%8F%88%EA%B9%8C%EC%8A%A4%EA%B0%80%20%EC%95%84%EB%8B%88%EB%9D%BC%20%EB%8F%99%EA%B9%8C%EC%8A%A4%22
내다 세척한 가장이지만 반자 가르,,카페,1,knewnew.official,https://map.naver.com/p/search/%EB%82%B4%EB%8B%A4%20%EC%84%B8%EC%B2%99%ED%95%9C%20%EA%B0%80%EC%9E%A5%EC%9D%B4%EC%A7%80%EB%A7%8C%20%EB%B0%98%EC%9E%90%20%EA%B0%80%EB%A5%B4,https://map.kakao.com/link/search/%EB%82%B4%EB%8B%A4%20%EC%84%B8%EC%B2%99%ED%95%9C%20%EA%B0%80%EC%9E%A5%EC%9D%B4%EC%A7%80%EB%A7%8C%20%EB%B0%98%EC%9E%90%20%EA%B0%80%EB%A5%B4
내년에 들을 첫 곡은?,부산,"맛집, 카페",1,knewnew.official,https://map.naver.com/p/search/%EB%82%B4%EB%85%84%EC%97%90%20%EB%93%A4%EC%9D%84%20%EC%B2%AB%20%EA%B3%A1%EC%9D%80%3F%20%EB%B6%80%EC%82%B0,https://map.kakao.com/link/search/%EB%82%B4%EB%85%84%EC%97%90%20%EB%93%A4%EC%9D%84%20%EC%B2%AB%20%EA%B3%A1%EC%9D%80%3F%20%EB%B6%80%EC%82%B0
내 화해 지을 식은 기,부산,"맛집, 카페",1,knewnew.official,https://map.naver.com/p/search/%EB%82%B4%20%ED%99%94%ED%95%B4%20%EC%A7%80%EC%9D%84%20%EC%8B%9D%EC%9D%80%20%EA%B8%B0%20%EB%B6%80%EC%82%B0,https://map.kakao.com/link/search/%EB%82%B4%20%ED%99%94%ED%95%B4%20%EC%A7%80%EC%9D%84%20%EC%8B%9D%EC%9D%80%20%EA%B8%B0%20%EB%B6%80%EC%82%B0
낮잠,죽도동,술집,1,knewnew.official,https://map.naver.com/p/search/%EB%82%AE%EC%9E%A0%20%EC%A3%BD%EB%8F%84%EB%8F%99,https://map.kakao.com/link/search/%EB%82%AE%EC%9E%A0%20%EC%A3%BD%EB%8F%84%EB%8F%99
낮술 환영,,"맛집, 카페",1,knewnew.official,https://map.naver.com/p/search/%EB%82%AE%EC%88%A0%20%ED%99%98%EC%98%81,https://map.kakao.com/link/search/%EB%82%AE%EC%88%A0%20%ED%99%98%EC%98%81
낭만유이,성신여대입구역,맛집,1,knewnew.official,https://map.naver.com/p/search/%EB%82%AD%EB%A7%8C%EC%9C%A0%EC%9D%B4%20%EC%84%B1%EC%8B%A0%EC%97%AC%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD,https://map.kakao.com/link/search/%EB%82%AD%EB%A7%8C%EC%9C%A0%EC%9D%B4%20%EC%84%B1%EC%8B%A0%EC%97%AC%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD
낫트 NATT,망원역,카페,1,knewnew.official,https://map.naver.com/p/search/%EB%82%AB%ED%8A%B8%20NATT%20%EB%A7%9D%EC%9B%90%EC%97%AD,https://map.kakao.com/link/search/%EB%82%AB%ED%8A%B8%20NATT%20%EB%A7%9D%EC%9B%90%EC%97%AD
낫배드커피 도산,압구정로데오역,카페,1,knewnew.official,https://map.naver.com/p/search/%EB%82%AB%EB%B0%B0%EB%93%9C%EC%BB%A4%ED%94%BC%20%EB%8F%84%EC%82%B0%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%A1%9C%EB%8D%B0%EC%98%A4%EC%97%AD,https://map.kakao.com/link/search/%EB%82%AB%EB%B0%B0%EB%93%9C%EC%BB%A4%ED%94%BC%20%EB%8F%84%EC%82%B0%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%A1%9C%EB%8D%B0%EC%98%A4%EC%97%AD
낫또 덮밥 : 8500원(gam),,카페,1,knewnew.official,https://map.naver.com/p/search/%EB%82%AB%EB%98%90%20%EB%8D%AE%EB%B0%A5%20%3A%208500%EC%9B%90%28gam%29,https://map.kakao.com/link/search/%EB%82%AB%EB%98%90%20%EB%8D%AE%EB%B0%A5%20%3A%208500%EC%9B%90%28gam%29
남편들 (husbands),,카페,1,knewnew.official,https://map.naver.com/p/search/%EB%82%A8%ED%8E%B8%EB%93%A4%20%28husbands%29,https://map.kakao.com/link/search/%EB%82%A8%ED%8E%B8%EB%93%A4%20%28husbands%29
남산미수,버티고개역,맛집,1,knewnew.official,https://map.naver.com/p/search/%EB%82%A8%EC%82%B0%EB%AF%B8%EC%88%98%20%EB%B2%84%ED%8B%B0%EA%B3%A0%EA%B0%9C%EC%97%AD,https://map.kakao.com/link/search/%EB%82%A8%EC%82%B0%EB%AF%B8%EC%88%98%20%EB%B2%84%ED%8B%B0%EA%B3%A0%EA%B0%9C%EC%97%AD
남박 @nampark.kr,서울,"맛집, 쇼핑",1,knewnew.official,https://map.naver.com/p/search/%EB%82%A8%EB%B0%95%20%40nampark.kr%20%EC%84%9C%EC%9A%B8,https://map.kakao.com/link/search/%EB%82%A8%EB%B0%95%20%40nampark.kr%20%EC%84%9C%EC%9A%B8
난초네츠보,중앙로역,"걸스, 카페",1,knewnew.official,https://map.naver.com/p/search/%EB%82%9C%EC%B4%88%EB%84%A4%EC%B8%A0%EB%B3%B4%20%EC%A4%91%EC%95%99%EB%A1%9C%EC%97%AD,https://map.kakao.com/link/search/%EB%82%9C%EC%B4%88%EB%84%A4%EC%B8%A0%EB%B3%B4%20%EC%A4%91%EC%95%99%EB%A1%9C%EC%97%AD
낙하주의 공릉시조점,태릉입구역,"맛집, 여행·숙소, 카페",1,knewnew.official,https://map.naver.com/p/search/%EB%82%99%ED%95%98%EC%A3%BC%EC%9D%98%20%EA%B3%B5%EB%A6%89%EC%8B%9C%EC%A1%B0%EC%A0%90%20%ED%83%9C%EB%A6%89%EC%9E%85%EA%B5%AC%EC%97%AD,https://map.kakao.com/link/search/%EB%82%99%ED%95%98%EC%A3%BC%EC%9D%98%20%EA%B3%B5%EB%A6%89%EC%8B%9C%EC%A1%B0%EC%A0%90%20%ED%83%9C%EB%A6%89%EC%9E%85%EA%B5%AC%EC%97%AD
낙지탕탕젓갈,,술집,1,knewnew.official,https://map.naver.com/p/search/%EB%82%99%EC%A7%80%ED%83%95%ED%83%95%EC%A0%93%EA%B0%88,https://map.kakao.com/link/search/%EB%82%99%EC%A7%80%ED%83%95%ED%83%95%EC%A0%93%EA%B0%88
낙지젓갈 김밥 0000원,,"맛집, 쇼핑",1,knewnew.official,https://map.naver.com/p/search/%EB%82%99%EC%A7%80%EC%A0%93%EA%B0%88%20%EA%B9%80%EB%B0%A5%200000%EC%9B%90,https://map.kakao.com/link/search/%EB%82%99%EC%A7%80%EC%A0%93%EA%B0%88%20%EA%B9%80%EB%B0%A5%200000%EC%9B%90
낙조대,을왕동,카페,1,knewnew.official,https://map.naver.com/p/search/%EB%82%99%EC%A1%B0%EB%8C%80%20%EC%9D%84%EC%99%95%EB%8F%99,https://map.kakao.com/link/search/%EB%82%99%EC%A1%B0%EB%8C%80%20%EC%9D%84%EC%99%95%EB%8F%99
낙원역이,종로3가역,"전시·문화, 카페",1,knewnew.official,https://map.naver.com/p/search/%EB%82%99%EC%9B%90%EC%97%AD%EC%9D%B4%20%EC%A2%85%EB%A1%9C3%EA%B0%80%EC%97%AD,https://map.kakao.com/link/search/%EB%82%99%EC%9B%90%EC%97%AD%EC%9D%B4%20%EC%A2%85%EB%A1%9C3%EA%B0%80%EC%97%AD
낙산사,솔향 가득한 산 속에 위치한 절로 불상과 바다,"맛집, 술집, 여행·숙소, 카페",1,knewnew.official,https://map.naver.com/p/search/%EB%82%99%EC%82%B0%EC%82%AC%20%EC%86%94%ED%96%A5%20%EA%B0%80%EB%93%9D%ED%95%9C%20%EC%82%B0%20%EC%86%8D%EC%97%90%20%EC%9C%84%EC%B9%98%ED%95%9C%20%EC%A0%88%EB%A1%9C%20%EB%B6%88%EC%83%81%EA%B3%BC%20%EB%B0%94%EB%8B%A4,https://map.kakao.com/link/search/%EB%82%99%EC%82%B0%EC%82%AC%20%EC%86%94%ED%96%A5%20%EA%B0%80%EB%93%9D%ED%95%9C%20%EC%82%B0%20%EC%86%8D%EC%97%90%20%EC%9C%84%EC%B9%98%ED%95%9C%20%EC%A0%88%EB%A1%9C%20%EB%B6%88%EC%83%81%EA%B3%BC%20%EB%B0%94%EB%8B%A4
나흐바,경복궁역,"맛집, 카페",1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%ED%9D%90%EB%B0%94%20%EA%B2%BD%EB%B3%B5%EA%B6%81%EC%97%AD,https://map.kakao.com/link/search/%EB%82%98%ED%9D%90%EB%B0%94%20%EA%B2%BD%EB%B3%B5%EA%B6%81%EC%97%AD
나현웅,,"쇼핑, 술집",1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%ED%98%84%EC%9B%85,https://map.kakao.com/link/search/%EB%82%98%ED%98%84%EC%9B%85
나팔,보문역,카페,1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%ED%8C%94%20%EB%B3%B4%EB%AC%B8%EC%97%AD,https://map.kakao.com/link/search/%EB%82%98%ED%8C%94%20%EB%B3%B4%EB%AC%B8%EC%97%AD
나트랑 목 해산물 식당,현지 바이브를 즐길 수 있는 해산물 맛집,맛집,1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%ED%8A%B8%EB%9E%91%20%EB%AA%A9%20%ED%95%B4%EC%82%B0%EB%AC%BC%20%EC%8B%9D%EB%8B%B9%20%ED%98%84%EC%A7%80%20%EB%B0%94%EC%9D%B4%EB%B8%8C%EB%A5%BC%20%EC%A6%90%EA%B8%B8%20%EC%88%98%20%EC%9E%88%EB%8A%94%20%ED%95%B4%EC%82%B0%EB%AC%BC%20%EB%A7%9B%EC%A7%91,https://map.kakao.com/link/search/%EB%82%98%ED%8A%B8%EB%9E%91%20%EB%AA%A9%20%ED%95%B4%EC%82%B0%EB%AC%BC%20%EC%8B%9D%EB%8B%B9%20%ED%98%84%EC%A7%80%20%EB%B0%94%EC%9D%B4%EB%B8%8C%EB%A5%BC%20%EC%A6%90%EA%B8%B8%20%EC%88%98%20%EC%9E%88%EB%8A%94%20%ED%95%B4%EC%82%B0%EB%AC%BC%20%EB%A7%9B%EC%A7%91
나타 데 크리스티아노,시부야역,"맛집, 여행·숙소, 카페",1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%ED%83%80%20%EB%8D%B0%20%ED%81%AC%EB%A6%AC%EC%8A%A4%ED%8B%B0%EC%95%84%EB%85%B8%20%EC%8B%9C%EB%B6%80%EC%95%BC%EC%97%AD,https://map.kakao.com/link/search/%EB%82%98%ED%83%80%20%EB%8D%B0%20%ED%81%AC%EB%A6%AC%EC%8A%A4%ED%8B%B0%EC%95%84%EB%85%B8%20%EC%8B%9C%EB%B6%80%EC%95%BC%EC%97%AD
나카스 강변,저녁이 되면 후쿠오카의 분위기가 가장 짙어지는,카페,1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%EC%B9%B4%EC%8A%A4%20%EA%B0%95%EB%B3%80%20%EC%A0%80%EB%85%81%EC%9D%B4%20%EB%90%98%EB%A9%B4%20%ED%9B%84%EC%BF%A0%EC%98%A4%EC%B9%B4%EC%9D%98%20%EB%B6%84%EC%9C%84%EA%B8%B0%EA%B0%80%20%EA%B0%80%EC%9E%A5%20%EC%A7%99%EC%96%B4%EC%A7%80%EB%8A%94,https://map.kakao.com/link/search/%EB%82%98%EC%B9%B4%EC%8A%A4%20%EA%B0%95%EB%B3%80%20%EC%A0%80%EB%85%81%EC%9D%B4%20%EB%90%98%EB%A9%B4%20%ED%9B%84%EC%BF%A0%EC%98%A4%EC%B9%B4%EC%9D%98%20%EB%B6%84%EC%9C%84%EA%B8%B0%EA%B0%80%20%EA%B0%80%EC%9E%A5%20%EC%A7%99%EC%96%B4%EC%A7%80%EB%8A%94
나카노브로드웨이 만다라케,나카노역,"맛집, 쇼핑, 여행·숙소, 카페",1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%EC%B9%B4%EB%85%B8%EB%B8%8C%EB%A1%9C%EB%93%9C%EC%9B%A8%EC%9D%B4%20%EB%A7%8C%EB%8B%A4%EB%9D%BC%EC%BC%80%20%EB%82%98%EC%B9%B4%EB%85%B8%EC%97%AD,https://map.kakao.com/link/search/%EB%82%98%EC%B9%B4%EB%85%B8%EB%B8%8C%EB%A1%9C%EB%93%9C%EC%9B%A8%EC%9D%B4%20%EB%A7%8C%EB%8B%A4%EB%9D%BC%EC%BC%80%20%EB%82%98%EC%B9%B4%EB%85%B8%EC%97%AD
나츠비,성균관대역,술집,1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%EC%B8%A0%EB%B9%84%20%EC%84%B1%EA%B7%A0%EA%B4%80%EB%8C%80%EC%97%AD,https://map.kakao.com/link/search/%EB%82%98%EC%B8%A0%EB%B9%84%20%EC%84%B1%EA%B7%A0%EA%B4%80%EB%8C%80%EC%97%AD
나이스타임,센트럴파크역 > 도보 5분,"맛집, 술집, 카페",1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%EC%9D%B4%EC%8A%A4%ED%83%80%EC%9E%84%20%EC%84%BC%ED%8A%B8%EB%9F%B4%ED%8C%8C%ED%81%AC%EC%97%AD%20%3E%20%EB%8F%84%EB%B3%B4%205%EB%B6%84,https://map.kakao.com/link/search/%EB%82%98%EC%9D%B4%EC%8A%A4%ED%83%80%EC%9E%84%20%EC%84%BC%ED%8A%B8%EB%9F%B4%ED%8C%8C%ED%81%AC%EC%97%AD%20%3E%20%EB%8F%84%EB%B3%B4%205%EB%B6%84
나이스이즈굿,똑섬역,맛집,1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%EC%9D%B4%EC%8A%A4%EC%9D%B4%EC%A6%88%EA%B5%BF%20%EB%98%91%EC%84%AC%EC%97%AD,https://map.kakao.com/link/search/%EB%82%98%EC%9D%B4%EC%8A%A4%EC%9D%B4%EC%A6%88%EA%B5%BF%20%EB%98%91%EC%84%AC%EC%97%AD
나우 남영,남영역,맛집,1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%EC%9A%B0%20%EB%82%A8%EC%98%81%20%EB%82%A8%EC%98%81%EC%97%AD,https://map.kakao.com/link/search/%EB%82%98%EC%9A%B0%20%EB%82%A8%EC%98%81%20%EB%82%A8%EC%98%81%EC%97%AD
나오리쇼쿠,부산대역,"맛집, 술집, 카페",1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%EC%98%A4%EB%A6%AC%EC%87%BC%EC%BF%A0%20%EB%B6%80%EC%82%B0%EB%8C%80%EC%97%AD,https://map.kakao.com/link/search/%EB%82%98%EC%98%A4%EB%A6%AC%EC%87%BC%EC%BF%A0%20%EB%B6%80%EC%82%B0%EB%8C%80%EC%97%AD
나에게. 그랑.. 2%,,카페,1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%EC%97%90%EA%B2%8C.%20%EA%B7%B8%EB%9E%91..%202%25,https://map.kakao.com/link/search/%EB%82%98%EC%97%90%EA%B2%8C.%20%EA%B7%B8%EB%9E%91..%202%25
나빌레라,반월당역 > 도보 7분,술집,1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%EB%B9%8C%EB%A0%88%EB%9D%BC%20%EB%B0%98%EC%9B%94%EB%8B%B9%EC%97%AD%20%3E%20%EB%8F%84%EB%B3%B4%207%EB%B6%84,https://map.kakao.com/link/search/%EB%82%98%EB%B9%8C%EB%A0%88%EB%9D%BC%20%EB%B0%98%EC%9B%94%EB%8B%B9%EC%97%AD%20%3E%20%EB%8F%84%EB%B3%B4%207%EB%B6%84
나비엔 응급숨표센터,,기타,1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%EB%B9%84%EC%97%94%20%EC%9D%91%EA%B8%89%EC%88%A8%ED%91%9C%EC%84%BC%ED%84%B0,https://map.kakao.com/link/search/%EB%82%98%EB%B9%84%EC%97%94%20%EC%9D%91%EA%B8%89%EC%88%A8%ED%91%9C%EC%84%BC%ED%84%B0
나무집,송현동,"맛집, 술집",1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%EB%AC%B4%EC%A7%91%20%EC%86%A1%ED%98%84%EB%8F%99,https://map.kakao.com/link/search/%EB%82%98%EB%AC%B4%EC%A7%91%20%EC%86%A1%ED%98%84%EB%8F%99
나무아래오후N I,행현리,카페,1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%EB%AC%B4%EC%95%84%EB%9E%98%EC%98%A4%ED%9B%84N%20I%20%ED%96%89%ED%98%84%EB%A6%AC,https://map.kakao.com/link/search/%EB%82%98%EB%AC%B4%EC%95%84%EB%9E%98%EC%98%A4%ED%9B%84N%20I%20%ED%96%89%ED%98%84%EB%A6%AC
나무라듸오,보라빛보따리,카페,1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%EB%AC%B4%EB%9D%BC%EB%93%B8%EC%98%A4%20%EB%B3%B4%EB%9D%BC%EB%B9%9B%EB%B3%B4%EB%94%B0%EB%A6%AC,https://map.kakao.com/link/search/%EB%82%98%EB%AC%B4%EB%9D%BC%EB%93%B8%EC%98%A4%20%EB%B3%B4%EB%9D%BC%EB%B9%9B%EB%B3%B4%EB%94%B0%EB%A6%AC
나를 사랑하기(가장 중요함),강원도원주시,카페,1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%EB%A5%BC%20%EC%82%AC%EB%9E%91%ED%95%98%EA%B8%B0%28%EA%B0%80%EC%9E%A5%20%EC%A4%91%EC%9A%94%ED%95%A8%29%20%EA%B0%95%EC%9B%90%EB%8F%84%EC%9B%90%EC%A3%BC%EC%8B%9C,https://map.kakao.com/link/search/%EB%82%98%EB%A5%BC%20%EC%82%AC%EB%9E%91%ED%95%98%EA%B8%B0%28%EA%B0%80%EC%9E%A5%20%EC%A4%91%EC%9A%94%ED%95%A8%29%20%EA%B0%95%EC%9B%90%EB%8F%84%EC%9B%90%EC%A3%BC%EC%8B%9C
나가서 왼쪽 소,,"맛집, 카페",1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%EA%B0%80%EC%84%9C%20%EC%99%BC%EC%AA%BD%20%EC%86%8C,https://map.kakao.com/link/search/%EB%82%98%EA%B0%80%EC%84%9C%20%EC%99%BC%EC%AA%BD%20%EC%86%8C
나가노식 채소를 올린 냉오차즈케,390엔,여행·숙소,1,knewnew.official,https://map.naver.com/p/search/%EB%82%98%EA%B0%80%EB%85%B8%EC%8B%9D%20%EC%B1%84%EC%86%8C%EB%A5%BC%20%EC%98%AC%EB%A6%B0%20%EB%83%89%EC%98%A4%EC%B0%A8%EC%A6%88%EC%BC%80%20390%EC%97%94,https://map.kakao.com/link/search/%EB%82%98%EA%B0%80%EB%85%B8%EC%8B%9D%20%EC%B1%84%EC%86%8C%EB%A5%BC%20%EC%98%AC%EB%A6%B0%20%EB%83%89%EC%98%A4%EC%B0%A8%EC%A6%88%EC%BC%80%20390%EC%97%94
낀라오 @ginn_la00,서울,맛집,1,knewnew.official,https://map.naver.com/p/search/%EB%82%80%EB%9D%BC%EC%98%A4%20%40ginn_la00%20%EC%84%9C%EC%9A%B8,https://map.kakao.com/link/search/%EB%82%80%EB%9D%BC%EC%98%A4%20%40ginn_la00%20%EC%84%9C%EC%9A%B8
끝날때라고 생각해,성균관대학교,"여행·숙소, 카페",1,knewnew.official,https://map.naver.com/p/search/%EB%81%9D%EB%82%A0%EB%95%8C%EB%9D%BC%EA%B3%A0%20%EC%83%9D%EA%B0%81%ED%95%B4%20%EC%84%B1%EA%B7%A0%EA%B4%80%EB%8C%80%ED%95%99%EA%B5%90,https://map.kakao.com/link/search/%EB%81%9D%EB%82%A0%EB%95%8C%EB%9D%BC%EA%B3%A0%20%EC%83%9D%EA%B0%81%ED%95%B4%20%EC%84%B1%EA%B7%A0%EA%B4%80%EB%8C%80%ED%95%99%EA%B5%90
꿈빛 파티시엘,,카페,1,knewnew.official,https://map.naver.com/p/search/%EA%BF%88%EB%B9%9B%20%ED%8C%8C%ED%8B%B0%EC%8B%9C%EC%97%98,https://map.kakao.com/link/search/%EA%BF%88%EB%B9%9B%20%ED%8C%8C%ED%8B%B0%EC%8B%9C%EC%97%98
꾸옥 GGUOK,강문동,"맛집, 카페",1,knewnew.official,https://map.naver.com/p/search/%EA%BE%B8%EC%98%A5%20GGUOK%20%EA%B0%95%EB%AC%B8%EB%8F%99,https://map.kakao.com/link/search/%EA%BE%B8%EC%98%A5%20GGUOK%20%EA%B0%95%EB%AC%B8%EB%8F%99
꽃07=+-1,,"맛집, 여행·숙소, 전시·문화, 카페",1,knewnew.official,https://map.naver.com/p/search/%EA%BD%8307%3D%2B-1,https://map.kakao.com/link/search/%EA%BD%8307%3D%2B-1
