name,area_hint,categories,recommendations,accounts,naver_search,kakao_search
환승연애4,,"술집, 카페",3,"knewnew.official, knewnew.style",https://map.naver.com/p/search/%ED%99%98%EC%8A%B9%EC%97%B0%EC%95%A04,https://map.kakao.com/link/search/%ED%99%98%EC%8A%B9%EC%97%B0%EC%95%A04
월 한달 간 열리는 크랭크 팝업,,"걸스, 쇼핑",2,"knewnew.official, knewnew.style",https://map.naver.com/p/search/%EC%9B%94%20%ED%95%9C%EB%8B%AC%20%EA%B0%84%20%EC%97%B4%EB%A6%AC%EB%8A%94%20%ED%81%AC%EB%9E%AD%ED%81%AC%20%ED%8C%9D%EC%97%85,https://map.kakao.com/link/search/%EC%9B%94%20%ED%95%9C%EB%8B%AC%20%EA%B0%84%20%EC%97%B4%EB%A6%AC%EB%8A%94%20%ED%81%AC%EB%9E%AD%ED%81%AC%20%ED%8C%9D%EC%97%85
알티튜드 풀 & 라운지,,여행·숙소,2,"knewnew.official, knewnew.style",https://map.naver.com/p/search/%EC%95%8C%ED%8B%B0%ED%8A%9C%EB%93%9C%20%ED%92%80%20%26%20%EB%9D%BC%EC%9A%B4%EC%A7%80,https://map.kakao.com/link/search/%EC%95%8C%ED%8B%B0%ED%8A%9C%EB%93%9C%20%ED%92%80%20%26%20%EB%9D%BC%EC%9A%B4%EC%A7%80
미미,봉산동,"맛집, 쇼핑, 카페",2,"knewnew.official, knewnew.style",https://map.naver.com/p/search/%EB%AF%B8%EB%AF%B8%20%EB%B4%89%EC%82%B0%EB%8F%99,https://map.kakao.com/link/search/%EB%AF%B8%EB%AF%B8%20%EB%B4%89%EC%82%B0%EB%8F%99
기준 한남점,한남동,"맛집, 쇼핑, 카페",2,"knewnew.official, knewnew.style",https://map.naver.com/p/search/%EA%B8%B0%EC%A4%80%20%ED%95%9C%EB%82%A8%EC%A0%90%20%ED%95%9C%EB%82%A8%EB%8F%99,https://map.kakao.com/link/search/%EA%B8%B0%EC%A4%80%20%ED%95%9C%EB%82%A8%EC%A0%90%20%ED%95%9C%EB%82%A8%EB%8F%99
그랜드 리스보아 팰리스 마카오,,카페,2,"knewnew.official, knewnew.style",https://map.naver.com/p/search/%EA%B7%B8%EB%9E%9C%EB%93%9C%20%EB%A6%AC%EC%8A%A4%EB%B3%B4%EC%95%84%20%ED%8C%B0%EB%A6%AC%EC%8A%A4%20%EB%A7%88%EC%B9%B4%EC%98%A4,https://map.kakao.com/link/search/%EA%B7%B8%EB%9E%9C%EB%93%9C%20%EB%A6%AC%EC%8A%A4%EB%B3%B4%EC%95%84%20%ED%8C%B0%EB%A6%AC%EC%8A%A4%20%EB%A7%88%EC%B9%B4%EC%98%A4
SS 패션 트렌드 '컬러의 해방',,"걸스, 쇼핑",2,"knewnew.official, knewnew.style",https://map.naver.com/p/search/SS%20%ED%8C%A8%EC%85%98%20%ED%8A%B8%EB%A0%8C%EB%93%9C%20%27%EC%BB%AC%EB%9F%AC%EC%9D%98%20%ED%95%B4%EB%B0%A9%27,https://map.kakao.com/link/search/SS%20%ED%8C%A8%EC%85%98%20%ED%8A%B8%EB%A0%8C%EB%93%9C%20%27%EC%BB%AC%EB%9F%AC%EC%9D%98%20%ED%95%B4%EB%B0%A9%27
SS 크랭크 컬렉션,,걸스,2,"knewnew.official, knewnew.style",https://map.naver.com/p/search/SS%20%ED%81%AC%EB%9E%AD%ED%81%AC%20%EC%BB%AC%EB%A0%89%EC%85%98,https://map.kakao.com/link/search/SS%20%ED%81%AC%EB%9E%AD%ED%81%AC%20%EC%BB%AC%EB%A0%89%EC%85%98
월 신상 스폿,부산,"독서, 맛집, 쇼핑, 술집, 여행·숙소, 전시·문화, 카페",42,knewnew.official,https://map.naver.com/p/search/%EC%9B%94%20%EC%8B%A0%EC%83%81%20%EC%8A%A4%ED%8F%BF%20%EB%B6%80%EC%82%B0,https://map.kakao.com/link/search/%EC%9B%94%20%EC%8B%A0%EC%83%81%20%EC%8A%A4%ED%8F%BF%20%EB%B6%80%EC%82%B0
게시물에 함께 가고 싶은 친구 태그하고 댓글 남기기!,,"맛집, 쇼핑, 술집, 전시·문화, 카페",11,knewnew.official,https://map.naver.com/p/search/%EA%B2%8C%EC%8B%9C%EB%AC%BC%EC%97%90%20%ED%95%A8%EA%BB%98%20%EA%B0%80%EA%B3%A0%20%EC%8B%B6%EC%9D%80%20%EC%B9%9C%EA%B5%AC%20%ED%83%9C%EA%B7%B8%ED%95%98%EA%B3%A0%20%EB%8C%93%EA%B8%80%20%EB%82%A8%EA%B8%B0%EA%B8%B0%21,https://map.kakao.com/link/search/%EA%B2%8C%EC%8B%9C%EB%AC%BC%EC%97%90%20%ED%95%A8%EA%BB%98%20%EA%B0%80%EA%B3%A0%20%EC%8B%B6%EC%9D%80%20%EC%B9%9C%EA%B5%AC%20%ED%83%9C%EA%B7%B8%ED%95%98%EA%B3%A0%20%EB%8C%93%EA%B8%80%20%EB%82%A8%EA%B8%B0%EA%B8%B0%21
월 2주차,,"독서, 맛집, 전시·문화, 카페",9,knewnew.official,https://map.naver.com/p/search/%EC%9B%94%202%EC%A3%BC%EC%B0%A8,https://map.kakao.com/link/search/%EC%9B%94%202%EC%A3%BC%EC%B0%A8
월 1주차,,"걸스, 쇼핑, 여행·숙소, 카페",8,knewnew.official,https://map.naver.com/p/search/%EC%9B%94%201%EC%A3%BC%EC%B0%A8,https://map.kakao.com/link/search/%EC%9B%94%201%EC%A3%BC%EC%B0%A8
월 4주차,서울,"맛집, 술집, 여행·숙소, 전시·문화, 카페",7,knewnew.official,https://map.naver.com/p/search/%EC%9B%94%204%EC%A3%BC%EC%B0%A8%20%EC%84%9C%EC%9A%B8,https://map.kakao.com/link/search/%EC%9B%94%204%EC%A3%BC%EC%B0%A8%20%EC%84%9C%EC%9A%B8
월 3주차,뽀페도 키링,"걸스, 맛집, 쇼핑, 술집, 여행·숙소, 카페",7,knewnew.official,https://map.naver.com/p/search/%EC%9B%94%203%EC%A3%BC%EC%B0%A8%20%EB%BD%80%ED%8E%98%EB%8F%84%20%ED%82%A4%EB%A7%81,https://map.kakao.com/link/search/%EC%9B%94%203%EC%A3%BC%EC%B0%A8%20%EB%BD%80%ED%8E%98%EB%8F%84%20%ED%82%A4%EB%A7%81
무쉬,삼각지역,"맛집, 카페",7,knewnew.official,https://map.naver.com/p/search/%EB%AC%B4%EC%89%AC%20%EC%82%BC%EA%B0%81%EC%A7%80%EC%97%AD,https://map.kakao.com/link/search/%EB%AC%B4%EC%89%AC%20%EC%82%BC%EA%B0%81%EC%A7%80%EC%97%AD
PEPSI스트릿,,"맛집, 쇼핑",7,knewnew.official,https://map.naver.com/p/search/PEPSI%EC%8A%A4%ED%8A%B8%EB%A6%BF,https://map.kakao.com/link/search/PEPSI%EC%8A%A4%ED%8A%B8%EB%A6%BF
PEPSI 스트릿 소식을,,"맛집, 쇼핑",7,knewnew.official,https://map.naver.com/p/search/PEPSI%20%EC%8A%A4%ED%8A%B8%EB%A6%BF%20%EC%86%8C%EC%8B%9D%EC%9D%84,https://map.kakao.com/link/search/PEPSI%20%EC%8A%A4%ED%8A%B8%EB%A6%BF%20%EC%86%8C%EC%8B%9D%EC%9D%84
토그커피샵,봉황역,카페,6,knewnew.official,https://map.naver.com/p/search/%ED%86%A0%EA%B7%B8%EC%BB%A4%ED%94%BC%EC%83%B5%20%EB%B4%89%ED%99%A9%EC%97%AD,https://map.kakao.com/link/search/%ED%86%A0%EA%B7%B8%EC%BB%A4%ED%94%BC%EC%83%B5%20%EB%B4%89%ED%99%A9%EC%97%AD
아일,성북동,카페,6,knewnew.official,https://map.naver.com/p/search/%EC%95%84%EC%9D%BC%20%EC%84%B1%EB%B6%81%EB%8F%99,https://map.kakao.com/link/search/%EC%95%84%EC%9D%BC%20%EC%84%B1%EB%B6%81%EB%8F%99
일차,제주,"맛집, 쇼핑, 여행·숙소, 전시·문화, 카페",5,knewnew.official,https://map.naver.com/p/search/%EC%9D%BC%EC%B0%A8%20%EC%A0%9C%EC%A3%BC,https://map.kakao.com/link/search/%EC%9D%BC%EC%B0%A8%20%EC%A0%9C%EC%A3%BC
워크인스 웰컴,문화전당역,"맛집, 카페",5,knewnew.official,https://map.naver.com/p/search/%EC%9B%8C%ED%81%AC%EC%9D%B8%EC%8A%A4%20%EC%9B%B0%EC%BB%B4%20%EB%AC%B8%ED%99%94%EC%A0%84%EB%8B%B9%EC%97%AD,https://map.kakao.com/link/search/%EC%9B%8C%ED%81%AC%EC%9D%B8%EC%8A%A4%20%EC%9B%B0%EC%BB%B4%20%EB%AC%B8%ED%99%94%EC%A0%84%EB%8B%B9%EC%97%AD
소란,유성온천역,"맛집, 쇼핑, 술집",5,knewnew.official,https://map.naver.com/p/search/%EC%86%8C%EB%9E%80%20%EC%9C%A0%EC%84%B1%EC%98%A8%EC%B2%9C%EC%97%AD,https://map.kakao.com/link/search/%EC%86%8C%EB%9E%80%20%EC%9C%A0%EC%84%B1%EC%98%A8%EC%B2%9C%EC%97%AD
선셋스위밍 샌드위치,압구정로데오역,"맛집, 쇼핑, 카페",5,knewnew.official,https://map.naver.com/p/search/%EC%84%A0%EC%85%8B%EC%8A%A4%EC%9C%84%EB%B0%8D%20%EC%83%8C%EB%93%9C%EC%9C%84%EC%B9%98%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%A1%9C%EB%8D%B0%EC%98%A4%EC%97%AD,https://map.kakao.com/link/search/%EC%84%A0%EC%85%8B%EC%8A%A4%EC%9C%84%EB%B0%8D%20%EC%83%8C%EB%93%9C%EC%9C%84%EC%B9%98%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%A1%9C%EB%8D%B0%EC%98%A4%EC%97%AD
비테도산,압구정로데오역,"걸스, 독서, 맛집, 쇼핑, 카페",5,knewnew.official,https://map.naver.com/p/search/%EB%B9%84%ED%85%8C%EB%8F%84%EC%82%B0%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%A1%9C%EB%8D%B0%EC%98%A4%EC%97%AD,https://map.kakao.com/link/search/%EB%B9%84%ED%85%8C%EB%8F%84%EC%82%B0%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%A1%9C%EB%8D%B0%EC%98%A4%EC%97%AD
하츠커피,어린이대공원역,카페,4,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%B8%A0%EC%BB%A4%ED%94%BC%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%8C%80%EA%B3%B5%EC%9B%90%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%EC%B8%A0%EC%BB%A4%ED%94%BC%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%8C%80%EA%B3%B5%EC%9B%90%EC%97%AD
하우스게러지,녹사평역,"맛집, 카페",4,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%9A%B0%EC%8A%A4%EA%B2%8C%EB%9F%AC%EC%A7%80%20%EB%85%B9%EC%82%AC%ED%8F%89%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%EC%9A%B0%EC%8A%A4%EA%B2%8C%EB%9F%AC%EC%A7%80%20%EB%85%B9%EC%82%AC%ED%8F%89%EC%97%AD
푸드 이슈,녹사평역,"맛집, 카페",4,knewnew.official,https://map.naver.com/p/search/%ED%91%B8%EB%93%9C%20%EC%9D%B4%EC%8A%88%20%EB%85%B9%EC%82%AC%ED%8F%89%EC%97%AD,https://map.kakao.com/link/search/%ED%91%B8%EB%93%9C%20%EC%9D%B4%EC%8A%88%20%EB%85%B9%EC%82%AC%ED%8F%89%EC%97%AD
투아투아,압구정로데오역 ~ 도보 6분,"맛집, 쇼핑, 카페",4,knewnew.official,https://map.naver.com/p/search/%ED%88%AC%EC%95%84%ED%88%AC%EC%95%84%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%A1%9C%EB%8D%B0%EC%98%A4%EC%97%AD%20~%20%EB%8F%84%EB%B3%B4%206%EB%B6%84,https://map.kakao.com/link/search/%ED%88%AC%EC%95%84%ED%88%AC%EC%95%84%20%EC%95%95%EA%B5%AC%EC%A0%95%EB%A1%9C%EB%8D%B0%EC%98%A4%EC%97%AD%20~%20%EB%8F%84%EB%B3%B4%206%EB%B6%84
코무,보문역,카페,4,knewnew.official,https://map.naver.com/p/search/%EC%BD%94%EB%AC%B4%20%EB%B3%B4%EB%AC%B8%EC%97%AD,https://map.kakao.com/link/search/%EC%BD%94%EB%AC%B4%20%EB%B3%B4%EB%AC%B8%EC%97%AD
코너,유성온천역,"맛집, 술집",4,knewnew.official,https://map.naver.com/p/search/%EC%BD%94%EB%84%88%20%EC%9C%A0%EC%84%B1%EC%98%A8%EC%B2%9C%EC%97%AD,https://map.kakao.com/link/search/%EC%BD%94%EB%84%88%20%EC%9C%A0%EC%84%B1%EC%98%A8%EC%B2%9C%EC%97%AD
커피문화사 수유,수유역,카페,4,knewnew.official,https://map.naver.com/p/search/%EC%BB%A4%ED%94%BC%EB%AC%B8%ED%99%94%EC%82%AC%20%EC%88%98%EC%9C%A0%20%EC%88%98%EC%9C%A0%EC%97%AD,https://map.kakao.com/link/search/%EC%BB%A4%ED%94%BC%EB%AC%B8%ED%99%94%EC%82%AC%20%EC%88%98%EC%9C%A0%20%EC%88%98%EC%9C%A0%EC%97%AD
칸트힐,동대입구역 도보 9분 2,"맛집, 술집, 카페",4,knewnew.official,https://map.naver.com/p/search/%EC%B9%B8%ED%8A%B8%ED%9E%90%20%EB%8F%99%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD%20%EB%8F%84%EB%B3%B4%209%EB%B6%84%202,https://map.kakao.com/link/search/%EC%B9%B8%ED%8A%B8%ED%9E%90%20%EB%8F%99%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD%20%EB%8F%84%EB%B3%B4%209%EB%B6%84%202
카페와일드덕,약수역,카페,4,knewnew.official,https://map.naver.com/p/search/%EC%B9%B4%ED%8E%98%EC%99%80%EC%9D%BC%EB%93%9C%EB%8D%95%20%EC%95%BD%EC%88%98%EC%97%AD,https://map.kakao.com/link/search/%EC%B9%B4%ED%8E%98%EC%99%80%EC%9D%BC%EB%93%9C%EB%8D%95%20%EC%95%BD%EC%88%98%EC%97%AD
차 약속 성지들,,"맛집, 술집",4,knewnew.official,https://map.naver.com/p/search/%EC%B0%A8%20%EC%95%BD%EC%86%8D%20%EC%84%B1%EC%A7%80%EB%93%A4,https://map.kakao.com/link/search/%EC%B0%A8%20%EC%95%BD%EC%86%8D%20%EC%84%B1%EC%A7%80%EB%93%A4
이스트만,동대문역,"맛집, 술집, 카페",4,knewnew.official,https://map.naver.com/p/search/%EC%9D%B4%EC%8A%A4%ED%8A%B8%EB%A7%8C%20%EB%8F%99%EB%8C%80%EB%AC%B8%EC%97%AD,https://map.kakao.com/link/search/%EC%9D%B4%EC%8A%A4%ED%8A%B8%EB%A7%8C%20%EB%8F%99%EB%8C%80%EB%AC%B8%EC%97%AD
원잇투메종탄방 !,탄방동,"맛집, 여행·숙소, 카페",4,knewnew.official,https://map.naver.com/p/search/%EC%9B%90%EC%9E%87%ED%88%AC%EB%A9%94%EC%A2%85%ED%83%84%EB%B0%A9%20%21%20%ED%83%84%EB%B0%A9%EB%8F%99,https://map.kakao.com/link/search/%EC%9B%90%EC%9E%87%ED%88%AC%EB%A9%94%EC%A2%85%ED%83%84%EB%B0%A9%20%21%20%ED%83%84%EB%B0%A9%EB%8F%99
와아,뚝섬역 > 도보 1분,"맛집, 술집, 카페",4,knewnew.official,https://map.naver.com/p/search/%EC%99%80%EC%95%84%20%EB%9A%9D%EC%84%AC%EC%97%AD%20%3E%20%EB%8F%84%EB%B3%B4%201%EB%B6%84,https://map.kakao.com/link/search/%EC%99%80%EC%95%84%20%EB%9A%9D%EC%84%AC%EC%97%AD%20%3E%20%EB%8F%84%EB%B3%B4%201%EB%B6%84
시간이 모자라,올림픽공원 산책 코스,"맛집, 쇼핑, 술집, 여행·숙소, 전시·문화, 카페",4,knewnew.official,https://map.naver.com/p/search/%EC%8B%9C%EA%B0%84%EC%9D%B4%20%EB%AA%A8%EC%9E%90%EB%9D%BC%20%EC%98%AC%EB%A6%BC%ED%94%BD%EA%B3%B5%EC%9B%90%20%EC%82%B0%EC%B1%85%20%EC%BD%94%EC%8A%A4,https://map.kakao.com/link/search/%EC%8B%9C%EA%B0%84%EC%9D%B4%20%EB%AA%A8%EC%9E%90%EB%9D%BC%20%EC%98%AC%EB%A6%BC%ED%94%BD%EA%B3%B5%EC%9B%90%20%EC%82%B0%EC%B1%85%20%EC%BD%94%EC%8A%A4
스몰포켓,아차산역,"맛집, 카페",4,knewnew.official,https://map.naver.com/p/search/%EC%8A%A4%EB%AA%B0%ED%8F%AC%EC%BC%93%20%EC%95%84%EC%B0%A8%EC%82%B0%EC%97%AD,https://map.kakao.com/link/search/%EC%8A%A4%EB%AA%B0%ED%8F%AC%EC%BC%93%20%EC%95%84%EC%B0%A8%EC%82%B0%EC%97%AD
슈퍼노바,합정역,"맛집, 술집, 카페",4,knewnew.official,https://map.naver.com/p/search/%EC%8A%88%ED%8D%BC%EB%85%B8%EB%B0%94%20%ED%95%A9%EC%A0%95%EC%97%AD,https://map.kakao.com/link/search/%EC%8A%88%ED%8D%BC%EB%85%B8%EB%B0%94%20%ED%95%A9%EC%A0%95%EC%97%AD
산호,봉천역,"술집, 카페",4,knewnew.official,https://map.naver.com/p/search/%EC%82%B0%ED%98%B8%20%EB%B4%89%EC%B2%9C%EC%97%AD,https://map.kakao.com/link/search/%EC%82%B0%ED%98%B8%20%EB%B4%89%EC%B2%9C%EC%97%AD
베란다,경복궁역,"독서, 맛집, 카페",4,knewnew.official,https://map.naver.com/p/search/%EB%B2%A0%EB%9E%80%EB%8B%A4%20%EA%B2%BD%EB%B3%B5%EA%B6%81%EC%97%AD,https://map.kakao.com/link/search/%EB%B2%A0%EB%9E%80%EB%8B%A4%20%EA%B2%BD%EB%B3%B5%EA%B6%81%EC%97%AD
모프,서울대입구역,"맛집, 카페",4,knewnew.official,https://map.naver.com/p/search/%EB%AA%A8%ED%94%84%20%EC%84%9C%EC%9A%B8%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD,https://map.kakao.com/link/search/%EB%AA%A8%ED%94%84%20%EC%84%9C%EC%9A%B8%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD
마가밀,보문역,"독서, 맛집, 카페",4,knewnew.official,https://map.naver.com/p/search/%EB%A7%88%EA%B0%80%EB%B0%80%20%EB%B3%B4%EB%AC%B8%EC%97%AD,https://map.kakao.com/link/search/%EB%A7%88%EA%B0%80%EB%B0%80%20%EB%B3%B4%EB%AC%B8%EC%97%AD
휴고살롱,상수역,"맛집, 술집, 카페",3,knewnew.official,https://map.naver.com/p/search/%ED%9C%B4%EA%B3%A0%EC%82%B4%EB%A1%B1%20%EC%83%81%EC%88%98%EC%97%AD,https://map.kakao.com/link/search/%ED%9C%B4%EA%B3%A0%EC%82%B4%EB%A1%B1%20%EC%83%81%EC%88%98%EC%97%AD
홈코리안퀴진,안국역,"맛집, 술집",3,knewnew.official,https://map.naver.com/p/search/%ED%99%88%EC%BD%94%EB%A6%AC%EC%95%88%ED%80%B4%EC%A7%84%20%EC%95%88%EA%B5%AD%EC%97%AD,https://map.kakao.com/link/search/%ED%99%88%EC%BD%94%EB%A6%AC%EC%95%88%ED%80%B4%EC%A7%84%20%EC%95%88%EA%B5%AD%EC%97%AD
호선,퇴근러라면,"기타, 맛집, 술집, 카페",3,knewnew.official,https://map.naver.com/p/search/%ED%98%B8%EC%84%A0%20%ED%87%B4%EA%B7%BC%EB%9F%AC%EB%9D%BC%EB%A9%B4,https://map.kakao.com/link/search/%ED%98%B8%EC%84%A0%20%ED%87%B4%EA%B7%BC%EB%9F%AC%EB%9D%BC%EB%A9%B4
헤이베르트,고속터미널역,카페,3,knewnew.official,https://map.naver.com/p/search/%ED%97%A4%EC%9D%B4%EB%B2%A0%EB%A5%B4%ED%8A%B8%20%EA%B3%A0%EC%86%8D%ED%84%B0%EB%AF%B8%EB%84%90%EC%97%AD,https://map.kakao.com/link/search/%ED%97%A4%EC%9D%B4%EB%B2%A0%EB%A5%B4%ED%8A%B8%20%EA%B3%A0%EC%86%8D%ED%84%B0%EB%AF%B8%EB%84%90%EC%97%AD
헤비사이드,삼각지역,"맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%ED%97%A4%EB%B9%84%EC%82%AC%EC%9D%B4%EB%93%9C%20%EC%82%BC%EA%B0%81%EC%A7%80%EC%97%AD,https://map.kakao.com/link/search/%ED%97%A4%EB%B9%84%EC%82%AC%EC%9D%B4%EB%93%9C%20%EC%82%BC%EA%B0%81%EC%A7%80%EC%97%AD
향유,상동역,"걸스, 맛집, 술집, 카페",3,knewnew.official,https://map.naver.com/p/search/%ED%96%A5%EC%9C%A0%20%EC%83%81%EB%8F%99%EC%97%AD,https://map.kakao.com/link/search/%ED%96%A5%EC%9C%A0%20%EC%83%81%EB%8F%99%EC%97%AD
핀프릭,서울대입구역,"맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%ED%95%80%ED%94%84%EB%A6%AD%20%EC%84%9C%EC%9A%B8%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD,https://map.kakao.com/link/search/%ED%95%80%ED%94%84%EB%A6%AD%20%EC%84%9C%EC%9A%B8%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD
픽셀,마포구청역,카페,3,knewnew.official,https://map.naver.com/p/search/%ED%94%BD%EC%85%80%20%EB%A7%88%ED%8F%AC%EA%B5%AC%EC%B2%AD%EC%97%AD,https://map.kakao.com/link/search/%ED%94%BD%EC%85%80%20%EB%A7%88%ED%8F%AC%EA%B5%AC%EC%B2%AD%EC%97%AD
푸드떼,안국역,"독서, 맛집, 전시·문화, 카페",3,knewnew.official,https://map.naver.com/p/search/%ED%91%B8%EB%93%9C%EB%96%BC%20%EC%95%88%EA%B5%AD%EC%97%AD,https://map.kakao.com/link/search/%ED%91%B8%EB%93%9C%EB%96%BC%20%EC%95%88%EA%B5%AD%EC%97%AD
포이브하우스,압구정역,"맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%ED%8F%AC%EC%9D%B4%EB%B8%8C%ED%95%98%EC%9A%B0%EC%8A%A4%20%EC%95%95%EA%B5%AC%EC%A0%95%EC%97%AD,https://map.kakao.com/link/search/%ED%8F%AC%EC%9D%B4%EB%B8%8C%ED%95%98%EC%9A%B0%EC%8A%A4%20%EC%95%95%EA%B5%AC%EC%A0%95%EC%97%AD
투엑스프레젠트,어린이대공원역,카페,3,knewnew.official,https://map.naver.com/p/search/%ED%88%AC%EC%97%91%EC%8A%A4%ED%94%84%EB%A0%88%EC%A0%A0%ED%8A%B8%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%8C%80%EA%B3%B5%EC%9B%90%EC%97%AD,https://map.kakao.com/link/search/%ED%88%AC%EC%97%91%EC%8A%A4%ED%94%84%EB%A0%88%EC%A0%A0%ED%8A%B8%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%8C%80%EA%B3%B5%EC%9B%90%EC%97%AD
타미스치킨하우스,뚝섬역,맛집,3,knewnew.official,https://map.naver.com/p/search/%ED%83%80%EB%AF%B8%EC%8A%A4%EC%B9%98%ED%82%A8%ED%95%98%EC%9A%B0%EC%8A%A4%20%EB%9A%9D%EC%84%AC%EC%97%AD,https://map.kakao.com/link/search/%ED%83%80%EB%AF%B8%EC%8A%A4%EC%B9%98%ED%82%A8%ED%95%98%EC%9A%B0%EC%8A%A4%20%EB%9A%9D%EC%84%AC%EC%97%AD
키코,흑석역,"맛집, 술집, 여행·숙소, 카페",3,knewnew.official,https://map.naver.com/p/search/%ED%82%A4%EC%BD%94%20%ED%9D%91%EC%84%9D%EC%97%AD,https://map.kakao.com/link/search/%ED%82%A4%EC%BD%94%20%ED%9D%91%EC%84%9D%EC%97%AD
코쿤,효창공원앞역,"맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%BD%94%EC%BF%A4%20%ED%9A%A8%EC%B0%BD%EA%B3%B5%EC%9B%90%EC%95%9E%EC%97%AD,https://map.kakao.com/link/search/%EC%BD%94%EC%BF%A4%20%ED%9A%A8%EC%B0%BD%EA%B3%B5%EC%9B%90%EC%95%9E%EC%97%AD
케고,약수역,카페,3,knewnew.official,https://map.naver.com/p/search/%EC%BC%80%EA%B3%A0%20%EC%95%BD%EC%88%98%EC%97%AD,https://map.kakao.com/link/search/%EC%BC%80%EA%B3%A0%20%EC%95%BD%EC%88%98%EC%97%AD
카프하우스,송파나루역,"맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%B9%B4%ED%94%84%ED%95%98%EC%9A%B0%EC%8A%A4%20%EC%86%A1%ED%8C%8C%EB%82%98%EB%A3%A8%EC%97%AD,https://map.kakao.com/link/search/%EC%B9%B4%ED%94%84%ED%95%98%EC%9A%B0%EC%8A%A4%20%EC%86%A1%ED%8C%8C%EB%82%98%EB%A3%A8%EC%97%AD
카페산책 Take a Walk,반곡동,카페,3,knewnew.official,https://map.naver.com/p/search/%EC%B9%B4%ED%8E%98%EC%82%B0%EC%B1%85%20Take%20a%20Walk%20%EB%B0%98%EA%B3%A1%EB%8F%99,https://map.kakao.com/link/search/%EC%B9%B4%ED%8E%98%EC%82%B0%EC%B1%85%20Take%20a%20Walk%20%EB%B0%98%EA%B3%A1%EB%8F%99
카페라이츠,송파나루역,카페,3,knewnew.official,https://map.naver.com/p/search/%EC%B9%B4%ED%8E%98%EB%9D%BC%EC%9D%B4%EC%B8%A0%20%EC%86%A1%ED%8C%8C%EB%82%98%EB%A3%A8%EC%97%AD,https://map.kakao.com/link/search/%EC%B9%B4%ED%8E%98%EB%9D%BC%EC%9D%B4%EC%B8%A0%20%EC%86%A1%ED%8C%8C%EB%82%98%EB%A3%A8%EC%97%AD
카페 여수에서,벽화마을 속 구옥을 재탄생시킨 빈티지 카페,"술집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%B9%B4%ED%8E%98%20%EC%97%AC%EC%88%98%EC%97%90%EC%84%9C%20%EB%B2%BD%ED%99%94%EB%A7%88%EC%9D%84%20%EC%86%8D%20%EA%B5%AC%EC%98%A5%EC%9D%84%20%EC%9E%AC%ED%83%84%EC%83%9D%EC%8B%9C%ED%82%A8%20%EB%B9%88%ED%8B%B0%EC%A7%80%20%EC%B9%B4%ED%8E%98,https://map.kakao.com/link/search/%EC%B9%B4%ED%8E%98%20%EC%97%AC%EC%88%98%EC%97%90%EC%84%9C%20%EB%B2%BD%ED%99%94%EB%A7%88%EC%9D%84%20%EC%86%8D%20%EA%B5%AC%EC%98%A5%EC%9D%84%20%EC%9E%AC%ED%83%84%EC%83%9D%EC%8B%9C%ED%82%A8%20%EB%B9%88%ED%8B%B0%EC%A7%80%20%EC%B9%B4%ED%8E%98
카페 시와,성신여대입구역,"독서, 맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%B9%B4%ED%8E%98%20%EC%8B%9C%EC%99%80%20%EC%84%B1%EC%8B%A0%EC%97%AC%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD,https://map.kakao.com/link/search/%EC%B9%B4%ED%8E%98%20%EC%8B%9C%EC%99%80%20%EC%84%B1%EC%8B%A0%EC%97%AC%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD
카린,신부동,"맛집, 쇼핑, 여행·숙소, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%B9%B4%EB%A6%B0%20%EC%8B%A0%EB%B6%80%EB%8F%99,https://map.kakao.com/link/search/%EC%B9%B4%EB%A6%B0%20%EC%8B%A0%EB%B6%80%EB%8F%99
